,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U
,a,a,a,a,a,ø,a,ø,19,traduction,Non, Non,,1,1,1,1,1,0,1,0
,por,ø,por,por,por,por,por,ø,19,traduction,Non, Non,,1,0,1,1,1,1,1,0
,los,los,ø,los,los,los,los,ø,19,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,ø,Et,ø,ø,ø,19,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,e,ø,ø,e,e,ø,19,traduction,Non, Non,,0,0,2,0,0,2,2,0
,ø,ø,ø,ø,ø,que,ø,ø,19,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,e,ø,ø,ø,ø,ø,19,traduction,Non, Non,,0,0,2,0,0,0,0,0
,e,ø,e,e,ø,e,e,ø,19,traduction,Non, Non,,2,0,2,2,0,2,2,0
,y,ý,ø,más,ý,más,y,ø,19,traduction,Non, Non,,1,4,0,2,4,2,1,0
,ø,ø,ø,aý,ø,aý,ø,ø,19,traduction,Non, Non,,0,0,0,2,0,2,0,0
,ø,ø,ø,ø,ø,ø,les,ø,19,traduction,Non, Non,,0,0,0,0,0,0,2,0
,ø,ø,ø,en,ø,ø,ø,ø,19,traduction,Non, Non,,0,0,0,2,0,0,0,0
,ø,el,el,el,el,el,el,ø,19,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,el,el,el,el,el,el,ø,19,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,el,el,el,el,el,el,ø,19,traduction,Non, Non,,0,1,1,1,1,1,1,0
,de,de,de,de,ø,de,de,ø,19,traduction,Non, Non,,2,2,2,2,0,2,2,0
,e,ø,e,e,e,e,e,ø,19,traduction,Non, Non,,1,0,1,1,1,1,1,0
,a,ø,ø,a,ø,a,en,ø,19,traduction,Non, Non,,2,0,0,2,0,2,3,0
,libro,libro,libro,libro,libro,libro,ø,ø,19,glose,Non, Non,,1,1,1,1,1,1,0,0
,las,las,las,las,las,ø,las,ø,19,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,a,ø,ø,ø,19,glose,Non, Non,,0,0,0,0,1,0,0,0
,ninguna,ninguna,ninguna,ninguna,ninguna,ø,ninguna,ø,19,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,el,el,el,el,el,el,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,a,a,ø,ø,19,glose,Non, Non,,0,0,0,0,1,1,0,0
,ø,ø,ø,ø,le,ø,ø,ø,19,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,muy,ø,ø,se,ø,19,glose,Non, Non,,0,0,0,3,0,0,1,0
,ø,ella,ella,ella,ella,ella,ella,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,de,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,ø,ø,la,ø,19,glose,Non, Non,,0,0,0,0,0,0,2,0
,ee,ø,e,e,ø,e,e,ø,19,glose,Non, Non,,3,0,2,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,muy,muy,muy,muy,ø,muy,muy,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,estar,ø,ø,estar,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,muy,muy,ø,muy,ø,ø,ø,19,glose,Non, Non,,0,1,1,0,1,0,0,0
,los,los,los,los,los,ø,los,ø,19,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,ø,a,ø,19,glose,Non, Non,,0,0,0,0,0,0,2,0
,que,ø,que,que,que,ø,que,ø,19,glose,Non, Non,,1,0,1,1,1,0,1,0
,ellos,ellos,ellos,ellos,ø,quellos,ellos,ø,19,glose,Non, Non,,3,3,3,3,0,1,3,0
,ø,ø,ø,ø,ellos,ø,ø,ø,19,glose,Non, Non,,0,0,0,0,1,0,0,0
,con,con,con,con,ø,con,con,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,los,los,ø,los,los,los,los,ø,19,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,los,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,çerca,ø,ø,çercar,ø,ø,ø,19,glose,Non, Non,,0,3,0,0,1,0,0,0
,ø,el,el,el,el,el,el,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,a,ø,ø,ø,19,glose,Non, Non,,0,0,0,0,1,0,0,0
,ya,ø,ya,ya,ø,ya,ya,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ya,ø,ø,ya,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,ø,de,ø,ø,19,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,él,él,ø,ø,ø,19,glose,Non, Non,,0,0,0,1,1,0,0,0
,ø,ø,ø,ø,ø,ø,esto,ø,19,glose,Non, Non,,0,0,0,0,0,0,2,0
,otros,otros,otros,otros,ø,otros,otros,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,muy,muy,muy,muy,ø,muy,muy,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,a,ø,a,a,ø,a,a,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,le,ø,le,le,ø,le,le,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,en,ø,19,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,una,ø,una,una,una,ø,ø,19,glose,Non, Non,,0,1,0,1,1,1,0,0
,mano,ø,mano,ø,ø,ø,mano,ø,19,glose,Non, Non,,2,0,2,0,0,0,2,0
,ø,ø,ø,el,ø,el,ø,ø,19,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,a,a,a,a,a,a,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,los,los,los,ø,los,los,ø,19,glose,Non, Non,,0,2,2,2,0,2,2,0
,ø,ø,ø,mataron,ø,mataron,ø,ø,19,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,a,ø,a,a,a,ø,ø,19,glose,Non, Non,,0,1,0,1,1,1,0,0
,ø,a,ø,a,a,a,ø,ø,19,glose,Non, Non,,0,1,0,1,1,1,0,0
,a,a,ø,a,a,a,a,ø,19,glose,Non, Non,,1,1,0,1,1,1,1,0
,los,ø,los,los,ø,los,los,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,muy,ø,muy,ø,ø,ø,muy,ø,19,glose,Non, Non,,2,0,2,0,0,0,2,0
,ø,ø,ø,que,ø,ø,ø,ø,19,glose,Non, Non,,0,0,0,2,0,0,0,0
,muy,ø,ø,muy,ø,ø,muy,ø,19,glose,Non, Non,,2,0,0,2,0,0,2,0
,ø,ø,ø,a,ø,ø,ø,ø,19,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,ø,ø,ø,ø,ø,se,ø,19,glose,Non, Non,,0,0,0,0,0,0,2,0
,todos,ø,todos,todos,ø,todos,todos,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,e,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,quedava,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,0,2,0,0,0,0,0
,quedaua,fincava,ø,quedava,fincó,quedava,quedaua,ø,19,glose,Non, Non,,3,1,0,3,4,3,3,0
,mal,mal,ø,mal,mal,ø,mal,ø,19,glose,Non, Non,,1,1,0,1,1,0,1,0
,E,Et,et,ø,en,Et,E,ø,19,glose,Non, Non,,3,1,1,0,4,1,3,0
,ø,que,cuydando,ø,que,ø,ø,ø,19,glose,Non, Non,,0,3,2,0,3,0,0,0
,era,ø,era,era,ø,era,era,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,a,a,a,ø,a,a,a,ø,19,glose,Non, Non,,1,1,1,0,1,1,1,0
,ø,muy,ø,ø,muy,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,tan,tan,ø,tan,tan,tan,tan,ø,19,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,la,ø,la,la,la,ø,ø,19,glose,Non, Non,,0,1,0,1,1,1,0,0
,ø,muy,muy,ø,muy,ø,ø,ø,19,glose,Non, Non,,0,1,1,0,1,0,0,0
,ø,le,ø,ø,le,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,más,ø,ø,más,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,non,ø,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,2,0,0,0,0,0,0
,bien,bien,ø,bien,bien,bien,bien,ø,19,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,dixo,ø,ø,dixo,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,ninguno,ninguno,ninguno,ninguno,ø,ninguno,ninguno,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,muy,ø,muy,muy,ø,muy,muy,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ate,ø,ø,ate,ø,ø,ø,19,glose,Non, Non,,0,1,0,0,1,0,0,0
,de,de,de,de,ø,de,de,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,el,él,él,rey,él,rey,ø,ø,19,glose,Non, Non,,2,2,2,3,2,3,0,0
,ø,ø,ø,el,ø,el,el,ø,19,glose,Non, Non,,0,0,0,2,0,2,2,0
,ø,ø,ø,le,ø,ø,ø,ø,19,glose,Non, Non,,0,0,0,2,0,0,0,0
,esto,esto,esto,esto,ø,esto,esto,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,todos,ø,todos,todos,ø,todos,todos,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,todos,todos,todos,todos,ø,todos,todos,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,a,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,0,2,0,0,0,0,0
,fue,fue,fue,fue,fue,ø,fue,ø,19,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,fue,ø,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,fuera,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,la,ø,ø,la,,ø,ø,19,glose,Non, Non,,0,1,0,0,1,1,0,0
,muy,ø,muy,muy,ø,muy,muy,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,e,e,e,e,e,e,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,el,el,el,el,el,el,ø,19,glose,Non, Non,,0,1,1,1,1,1,1,0
,el,ø,el,el,ø,el,el,ø,19,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,él,ø,él,ø,ø,ø,ø,19,glose,Non, Non,,0,2,0,2,0,0,0,0
,nunca,nunca,nunca,nunca,nunca,ø,nunca,ø,19,glose,Non, Non,,1,1,1,1,1,0,1,0
,de,de,de,de,ø,de,de,ø,19,glose,Non, Non,,2,2,2,2,0,2,2,0
,la,ø,ø,la,ø,ø,la,ø,19,glose,Non, Non,,2,0,0,2,0,0,2,0
,ø,mejor,ø,ø,ø,ø,ø,ø,19,glose,Non, Non,,0,2,0,0,0,0,0,0
,que,que,que,que,que,ø,que,ø,19,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,se,como,ø,20,,Non, Non,,0,0,0,0,0,3,1,0
,de,de,de,de,de,ø,de,ø,20,,Non, Non,,1,1,1,1,1,0,1,0
,fuertes,fuertes,fuertes,fuertes,fuertes,ø,fuertes,ø,20,,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,e,ø,ø,ø,20,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,ø,ø,se,ø,20,traduction,Non, Non,,0,0,0,0,0,0,2,0
,es,es,es,es,es,ø,es,ø,20,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,en,ø,ø,ø,ø,ø,20,traduction,Non, Non,,0,0,2,0,0,0,0,0
,de,a,de,de,ø,de,de,ø,20,traduction,Non, Non,,3,2,3,3,0,3,3,0
,a,a,a,ø,a,ø,a,ø,20,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ser,ser,ser,ø,ser,ø,ser,ø,20,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,ø,ser,ø,ser,ø,ø,20,traduction,Non, Non,,0,0,0,2,0,2,0,0
,de,ø,de,ø,de,ø,ø,ø,20,traduction,Non, Non,,1,0,1,0,1,0,0,0
,se,ø,se,se,ø,se,e,ø,20,traduction,Non, Non,,1,0,1,1,0,1,3,0
,ø,e,e,e,e,e,e,ø,20,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,en,ø,ø,ø,ø,20,traduction,Non, Non,,0,0,0,2,0,0,0,0
,ø,ser,ø,ø,ser,ø,ø,ø,20,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,de,ø,ø,de,ø,ø,20,traduction,Non, Non,,0,0,2,0,0,2,0,0
,de,de,de,de,ø,de,de,ø,20,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,en,ø,ø,en,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,dize,ø,dize,dize,ø,dize,dize,ø,20,glose,Non, Non,,2,0,2,2,0,2,2,0
,le,ø,lo,lo,lo,lo,lo,ø,20,glose,Non, Non,,2,0,3,3,3,3,3,0
,ø,ø,ø,ø,ø,el,ø,ø,20,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,ø,ø,que,ø,ø,20,glose,Non, Non,,0,0,0,0,0,2,0,0
,es,es,es,es,ø,es,es,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,a,a,ø,a,a,a,a,ø,20,glose,Non, Non,,1,1,0,1,1,1,1,0
,a,a,ø,a,a,a,ø,ø,20,glose,Non, Non,,1,1,0,1,1,1,0,0
,que,que,que,ø,que,que,que,ø,20,glose,Non, Non,,1,1,1,0,1,1,1,0
,ø,a,a,a,a,a,a,ø,20,glose,Non, Non,,0,1,1,1,1,1,1,0
,es,es,ø,es,es,es,es,ø,20,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,ø,ø,ø,se,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,se,se,se,se,se,se,ø,ø,20,glose,Non, Non,,1,1,1,1,1,1,0,0
,ø,dél,ø,ø,dél,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,a,ø,a,ø,ø,ø,a,ø,20,glose,Non, Non,,2,0,2,0,0,0,2,0
,ø,le,ø,ø,le,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,se,se,sse,se,ø,se,se,ø,20,glose,Non, Non,,3,3,1,3,0,3,3,0
,ø,ø,ø,a,ø,ø,ø,ø,20,glose,Non, Non,,0,0,0,2,0,0,0,0
,a,a,a,a,a,ø,ø,ø,20,glose,Non, Non,,1,1,1,1,1,0,0,0
,le,ø,le,le,le,le,le,ø,20,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,ø,ø,se,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,cosa,ø,cosa,cosa,cosa,ø,ø,20,glose,Non, Non,,0,1,0,1,1,1,0,0
,ø,es,ø,es,es,es,es,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
,toda,toda,toda,toda,ø,toda,toda,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,e,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,e,ø,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,2,0,0,0,0,0,0,0
,al,al,al,al,ø,al,al,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,su,su,su,su,ø,su,su,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,el,el,el,el,ø,el,el,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,peso,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,le,ø,le,le,le,le,le,ø,20,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,ø,ø,se,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,a,ø,a,a,a,a,a,ø,20,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,el,el,el,el,el,el,ø,20,glose,Non, Non,,0,1,1,1,1,1,1,0
,a,ø,a,a,ø,a,a,ø,20,glose,Non, Non,,2,0,2,2,0,2,2,0
,dicho,dicho,dicho,dicho,ø,dicho,dicho,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,que,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,aquí,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,les,ø,ø,les,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,20,glose,Non, Non,,2,2,2,2,0,2,2,0
,que,ø,que,que,ø,que,que,ø,20,glose,Non, Non,,2,0,2,2,0,2,2,0
,en,ø,en,en,ø,en,en,ø,20,glose,Non, Non,,2,0,2,2,0,2,2,0
,en,en,en,en,ø,ø,en,ø,20,glose,Non, Non,,2,2,2,2,0,0,2,0
,ø,a,a,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,2,0,0,0,0,0
,ø,ø,ø,ø,yo,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,yo,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,Et,ø,Et,Et,ø,ø,20,glose,Non, Non,,0,0,1,0,1,1,0,0
,grands,ø,grandes,grandes,ø,grandes,grandes,ø,20,glose,Non, Non,,2,0,3,3,0,3,3,0
,ø,que,ø,de,ø,ø,ø,ø,20,glose,Non, Non,,0,3,0,1,0,0,0,0
,que,ø,que,que,ø,que,que,ø,20,glose,Non, Non,,2,0,2,2,0,2,2,0
,le,ø,le,le,ø,le,le,ø,20,glose,Non, Non,,2,0,2,2,0,2,2,0
,a,a,ø,a,a,a,ø,ø,20,glose,Non, Non,,1,1,0,1,1,1,0,0
,cosa,cosa,ø,ø,cosa,ø,cosa,ø,20,glose,Non, Non,,1,1,0,0,1,0,1,0
,ø,es,ø,es,es,es,es,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
,ø,ø,ø,ø,ø,la,ø,ø,20,glose,Non, Non,,0,0,0,0,0,2,0,0
,le,le,ø,le,ø,ø,ø,ø,20,glose,Non, Non,,2,2,0,2,0,0,0,0
,los,los,ø,ø,los,los,los,ø,20,glose,Non, Non,,1,1,0,0,1,1,1,0
,toda,ø,ø,ø,ø,ø,toda,ø,20,glose,Non, Non,,2,0,0,0,0,0,2,0
,ø,ø,ø,ø,ø,el,ø,ø,20,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,casarse,ø,ø,casarse,ø,se,ø,20,glose,Non, Non,,0,3,0,0,3,0,1,0
,su,ø,ø,su,ø,su,su,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,ø,ø,ø,fazían,ø,fazían,ø,ø,20,glose,Non, Non,,0,0,0,2,0,2,0,0
,muy,muy,ø,muy,ø,muy,muy,ø,20,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,ø,ø,ø,Felipo,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,por,ø,ø,por,ø,por,por,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,a,ø,ø,a,a,a,a,ø,20,glose,Non, Non,,1,0,0,1,1,1,1,0
,ochaua,viii°,ø,viii°,viii°,ø,octaua,ø,20,glose,Non, Non,,3,2,0,2,2,0,2,0
,e,ø,ø,e,ø,ø,e,ø,20,glose,Non, Non,,2,0,0,2,0,0,2,0
,a,ø,ø,ø,ø,ø,a,ø,20,glose,Non, Non,,2,0,0,0,0,0,2,0
,a,a,ø,a,ø,de,a,ø,20,glose,Non, Non,,2,2,0,2,0,3,2,0
,ø,e,ø,ø,e,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,e,e,ø,e,e,ø,e,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,ø,a,ø,ø,O,ø,o,ø,20,glose,Non, Non,,0,3,0,0,1,0,1,0
,ø,e,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,ø,a,ø,ø,20,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,ø,él,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,e,ø,e,e,e,e,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
,ya,ya,ø,ya,ø,ya,ya,ø,20,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,ø,ø,ø,ø,Et,ø,ø,20,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,ø,ø,ø,ø,E,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,muy,muy,ø,muy,ø,muy,muy,ø,20,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,a,ø,ø,ø,ø,a,ø,20,glose,Non, Non,,0,2,0,0,0,0,2,0
,ø,,,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,0,2,0,0,0,0,0,0
,que,que,ø,que,que,ø,que,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,ø,e,ø,e,e,ø,ø,ø,20,glose,Non, Non,,0,1,0,1,1,0,0,0
,ø,la,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,le,ø,ø,le,ø,le,le,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,el,ø,ø,el,ø,el,el,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,lo,ø,20,glose,Non, Non,,0,0,0,0,0,0,2,0
,sal,ø,ø,sal,sal,sal,sal,ø,20,glose,Non, Non,,1,0,0,1,1,1,1,0
,toda,toda,ø,toda,ø,toda,toda,ø,20,glose,Non, Non,,2,2,0,2,0,2,2,0
,ø,ø,ø,ø,toda,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,he,ø,ø,he,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,e,ø,e,e,e,e,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
,ø,que,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,esto,ø,ø,esto,ø,esto,esto,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,ø,esto,ø,ø,esto,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,esto,ø,ø,esto,ø,esto,esto,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,ø,ca,ø,e,que,et,e,ø,20,glose,Non, Non,,0,4,0,3,1,5,3,0
,ø,ø,ø,ø,ovo,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,e,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,e,ø,ø,e,e,que,e,ø,20,glose,Non, Non,,2,0,0,2,2,3,2,0
,le,ø,ø,lo,lo,lo,le,ø,20,glose,Non, Non,,2,0,0,3,3,3,2,0
,le,ø,ø,le,le,le,le,ø,20,glose,Non, Non,,1,0,0,1,1,1,1,0
,muy,muy,ø,muy,muy,ø,muy,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,algos,ø,ø,ø,ø,ø,algos,ø,20,glose,Non, Non,,2,0,0,0,0,0,2,0
,ø,él,ø,ø,él,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,las,ø,ø,las,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,le,le,ø,ø,le,ø,le,ø,20,glose,Non, Non,,1,1,0,0,1,0,1,0
,ø,e,ø,e,e,e,e,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
,ø,ø,ø,ø,sus,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,della,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,tý,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,que,ø,ø,que,ø,que,que,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,te,te,ø,te,te,ø,te,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,ø,que,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,te,te,ø,te,te,ø,te,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,esto,esto,ø,esto,esto,ø,esto,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,ø,el,ø,el,el,el,el,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
,te,te,ø,te,te,ø,te,ø,20,glose,Non, Non,,1,1,0,1,1,0,1,0
,ø,e,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,trayan,ø,a,trayan,a,ø,ø,20,glose,Non, Non,,0,1,0,3,1,3,0,0
,luego,luego,ø,ø,luego,ø,luego,ø,20,glose,Non, Non,,1,1,0,0,1,0,1,0
,ø,de,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,forma,forma,ø,forma,ø,forma,forma,ø,20,glose,Non, Non,,2,2,0,2,0,2,2,0
,la,ø,ø,la,la,la,la,ø,20,glose,Non, Non,,1,0,0,1,1,1,1,0
,yo,yo,ø,ø,yo,ø,yo,ø,20,glose,Non, Non,,1,1,0,0,1,0,1,0
,luego,luego,ø,ø,luego,ø,luego,ø,20,glose,Non, Non,,1,1,0,0,1,0,1,0
,e,e,ø,ø,e,e,e,ø,20,glose,Non, Non,,1,1,0,0,1,1,1,0
,ø,su,ø,ø,su,ø,ø,ø,20,glose,Non, Non,,0,1,0,0,1,0,0,0
,vezes,vezes,ø,ø,ø,ø,vezes,ø,20,glose,Non, Non,,2,2,0,0,0,0,2,0
,ø,luego,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,ø,eran,eran,ø,20,glose,Non, Non,,0,0,0,0,0,2,2,0
,ø,ø,ø,ø,en,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,ø,Alixandre,ø,ø,ø,20,glose,Non, Non,,0,0,0,0,1,0,0,0
,don,ø,ø,don,ø,don,don,ø,20,glose,Non, Non,,2,0,0,2,0,2,2,0
,ø,et,ø,ø,ø,ø,ø,ø,20,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,el,ø,el,el,el,el,ø,20,glose,Non, Non,,0,1,0,1,1,1,1,0
